,title,director,year,stars,tmdb_title,tmdb_id,tmdb_genre,tmdb_lang,tmdb_runtime,tmdb_vote_cnt,tmdb_vote_avg
557,El viento se levanta,Hayao Miyazaki,2013,,The Wind Rises,149870,Film,ja,126,2780,7.786
558,Corazón gigante,Dagur Kari,2015,4.0,Virgin Mountain,320736,Film,is,90,216,7.2
559,El abrazo partido,Daniel Burman,2004,,Lost Embrace,49681,Film,es,99,35,6.3
560,Leviatán,Andrey Zvyagintsev,2014,,Leviathan,265180,Film,ru,141,800,7.402
561,En tierra hostil,Kathryn Bigelow,2008,,The Hurt Locker,12162,Film,en,131,5311,7.259
562,Un lugar donde quedarse,Sam Mendes,2009,,Away We Go,19255,Film,en,98,535,6.618
563,María Estuardo,John Ford,1936,,Mary of Scotland,43875,Film,en,123,30,6.5
564,Theeb (Lobo),Naji Abu Nowar,2014,,Theeb,287628,Film,ar,100,166,6.747
565,Astral,Jordi Évole,2016,,Astral,419412,Documentary,es,102,2,7.2
566,45 años,Andrew Haigh,2015,5.0,45 Years,311291,Film,en,95,698,6.6
567,Les Cowboys,Thomas Bidegain,2015,4.0,Les Cowboys,336811,Film,fr,114,114,6.439
568,A Quiet Passion,Terence Davies,2016,4.0,A Quiet Passion,368942,Film,en,125,169,6.107
569,Requisitos para ser una persona normal,Leticia Dolera,2015,,Requirements to Be a Normal Person,331354,Film,es,90,119,6.458
570,Mejor imposible,James L. Brooks,1997,,As Good as It Gets,2898,Film,en,139,3566,7.393
571,Nuestra hermana pequeña,Hirokazu Kore-Eda,2015,,Our Little Sister,315846,Film,ja,127,430,7.564
572,The Remains of the Day,James Ivory,1993,,The Remains of the Day,1245,Film,en,134,1212,7.365
573,The Quiet American,Philip Noyce,2002,4.0,The Quiet American,8198,Film,en,101,270,6.478
574,My Beautiful Laundrette,Stephen Frears,1985,,My Beautiful Laundrette,11240,Film,en,98,241,6.734
575,Little Buddha,Bernardo Bertolucci,1993,,Little Buddha,1689,Film,en,140,381,6.2
576,Tarde para la ira,Raúl Arévalo,2016,,The Fury of a Patient Man,411638,Film,es,92,410,6.579
577,El viaje de Chihiro,Hayao Miyazaki,2001,,Spirited Away,129,Film,ja,125,15490,8.54
578,"I, Daniel Blake",Ken Loach,2016,,"I, Daniel Blake",374473,Film,en,100,1305,7.742
579,La estación de las mujeres,Leena Yadav,2015,,Parched,352205,Film,hi,116,80,7.35
580,La La Land,Damien Chazelle,2016,5.0,La La Land,313369,Film,en,129,15977,7.899
581,Cuando tienes 17 años,André Téchiné,2016,,Being 17,377154,Film,fr,116,344,6.868
582,La vida de Calabacín,Claude Barras,2016,,My Life as a Zucchini,393559,Film,fr,66,1261,7.805
583,La chica danesa,Tom Hooper,2015,,The Danish Girl,306819,Film,en,119,5569,7.595
584,Regreso a Ítaca,Laurent Cantet,2014,,Return to Ithaca,284290,Film,fr,95,27,6.2
585,El loco del pelo rojo,Vincente Minnelli,1956,,Lust for Life,29592,Film,en,122,176,7.131
586,La fuerza del cariño,James L. Brooks,1983,,Terms of Endearment,11050,Film,en,132,696,7.093
587,Neruda,Pablo Larrain,2016,,Neruda,351454,Film,es,108,245,6.3
588,Elle,Paul Verhoeven,2016,,Elle,337674,Film,fr,130,1766,6.659
589,Negación,Mick Jackson,2016,,Denial,402298,Film,en,109,607,6.833
590,El abrazo de la serpiente,Ciro Guerra,2016,,Embrace of the Serpent,336808,Film,es,125,432,7.664
591,La fiesta de despedida,Sharon Maymon,2014,,The Farewell Party,287483,Film,he,90,47,6.596
592,Lady Macbeth,William Oldroyd,2016,,Lady Macbeth,410117,Film,en,86,709,6.6
593,Mademoiselle,Park Chan-Wook,2016,,"Farewell, My Indian Soldier",481474,Documentary,fr,56,1,6.0
594,Mr. Kaplan,Álvaro Brechner,2014,,Mr. Kaplan,284050,Film,es,98,23,6.2
595,Las vidas de Grace (Short Term 12),Destin Cretton,2013,,Short Term 12,169813,Film,en,96,1225,7.773
596,Big,Penny Marshall,1988,,Big,2280,Film,en,104,3392,7.2
597,Marie Curie,Marie-Noëlle Sehr,2016,,Marie Curie,412204,Film,fr,95,90,5.067
598,El ciudadano ilustre,Gastón Duprat,2016,4.0,The Distinguished Citizen,408537,Film,es,118,236,7.254
599,Relatos salvajes,Damián Szifrón,2014,,Wild Tales,265195,Film,es,122,3172,7.869
600,Mommy,Xavier Dolan,2014,,Mommy,265177,Film,fr,138,2593,8.25
601,La mejor oferta,Giuseppe Tornatore,2013,,The Best Offer,152742,Film,it,131,2710,7.838
602,Timbuktu,Abderrahmane Sissako,2014,,Timbuktu,265228,Film,fr,96,442,6.964
603,Gigante,Adrian Biniez,2009,,Giant,39488,Film,es,88,21,6.286
604,The Trip,Michael Winterbottom,2010,,The Trip,63578,Film,en,107,267,6.725
605,Los caballeros blancos,Joachim Lafosse,2015,,The White Knights,334918,Film,fr,112,40,5.6
606,Anomalisa,Charlie Kaufman,2015,,Anomalisa,291270,Film,en,90,1619,7.131
607,Gandhi,Richard Attenborough,1982,,Gandhi,783,Film,en,191,2170,7.546
608,Con la pata quebrada,Diego Galán,2013,,Barefoot in the Kitchen,218681,Documentary,es,84,3,6.0
609,Sparrows,Runar Runarsson,2015,4.0,Sparrows,334922,Film,is,99,34,6.5
610,"Taro, el eco de César Manrique",Miguel G. Morales,2012,,,,,,,,
611,Marina Abramovich,Matthew Akers,2013,,,,,,,,
612,Mapa,Elías León Siminiani,2012,,Map,160777,Film,es,85,6,5.2
613,Lisboa Story,Wim Wenders,1994,,Lisbon Story,390,Film,en,100,104,7.212
614,InnSaei,Kristin Olafsdottir,2016,,InnSæi,431242,Documentary,en,74,23,7.0
615,Mystery Train,Jim Jarmusch,1989,,Mystery Train,11305,Film,en,106,403,7.3
616,Frágil equilibrio,Guillermo García López,2016,,Delicate Balance,428690,Documentary,es,83,2,8.5
617,Los amantes del Pont Neuf,Leox Carax,1991,,The Lovers on the Bridge,2767,Film,fr,125,286,7.388
618,Inside Out,Pete Docter,2015,,Inside Out,150540,Film,en,95,19984,7.919
619,Verano de 1993,Carla Simón,2017,4.0,Summer 1993,438634,Film,ca,96,181,7.086
620,Paterson,Jim Jarmusch,2016,5.0,Paterson,370755,Film,en,118,1777,7.108
621,Manchester by the sea,Kenneth Lonergan,2016,,Manchester by the Sea,334541,Film,en,138,5559,7.545
622,La chica desconocida,Jean-Pierre Dardenne,2016,,The Unknown Girl,340481,Film,fr,106,375,6.176
623,Handia,Jon Garaño,2017,,The Giant,421560,Film,eu,114,136,6.6
624,El viajante,Asghar Farhadi,2017,,The Salesman,375315,Film,fa,125,803,7.265
625,Rosalie Blum,Julien Rappeneau,2015,,Rosalie Blum,381353,Film,fr,97,108,6.398
626,Life Aquatic,Wes Anderson,2005,,The Life Aquatic with Steve Zissou,421,Film,en,119,2708,7.096
627,La llegada,Denis Villeneuve,2016,,Arrival,329865,Film,en,116,16927,7.595
628,Mustang,Deniz G. Ergüven,2015,,Mustang,336804,Film,tr,97,1314,7.774
629,El otro lado de la esperanza,Aki Kaurismäki,2017,,The Other Side of Hope,429199,Film,fi,101,287,7.002
630,Rams,Grímur Hakonarson,2015,,Rams,336222,Film,is,93,258,6.965
631,The Lobster,Giorgo Lanthimos,2015,,The Lobster,254320,Film,en,119,5756,7.043
632,David Lynch: The Art Life,Jon Nguyen,2017,,David Lynch: The Art Life,413765,Documentary,en,89,175,6.9
633,Fuego en el mar,Gianfranco Rosi,2016,,Fire at Sea,377151,Documentary,it,114,230,6.7
634,Tribunal,Chaitanya Tamhane,2014,4.0,Runaway Jury,11329,Film,en,127,1180,6.938
635,Loving,Jeff Nichols,2016,,Loving,339419,Film,en,123,879,6.697
636,Eden,Mia Hansen-Love,2014,5.0,Eden,360339,Film,en,97,57,5.175
637,La invitación,Karyn Kusama,2015,5.0,La invitación del presidente,329631,Film,es,0,0,0.0
638,El hombre de las mil caras,Alberto Rodriguez,2016,,Smoke & Mirrors,361777,Film,es,123,226,6.454
639,Jackie,Pablo Larrain,2016,,Jackie,376866,Film,en,100,2224,6.5
640,Pelo malo,Mariana Rondón,2013,,Bad Hair,214138,Film,es,93,53,6.6
641,Captain Fantastic,Matt Ross,2016,,Captain Fantastic,334533,Film,en,118,6143,7.914
642,"Right Now, Wrong Then",Sang-soo Hong,2015,5.0,"Right Now, Wrong Then",354275,Film,ko,121,139,6.9
643,Yourself and Yours,Sang-soo Hong,2016,5.0,Yourself and Yours,410678,Film,ko,87,45,6.2
644,Renoir,Gilles Bourdos,2012,,Renoir,134673,Film,fr,111,121,6.3
645,La librería,Isabel Coixet,2017,,The Bookshop,444539,Film,en,110,409,6.499
646,In Another Country,Sang-soo Hong,2012,,In Another Country,103753,Film,ko,89,104,6.178
647,Victoria,Sebastian Schipper,2015,,Victoria,320007,Film,de,138,1137,7.646
648,Perfectos desconocidos,Alex De La Iglesia,2017,,Perfect Strangers,435126,Film,es,101,614,6.701
649,I Am Not Your Negro,Raoul Peck,2017,,I Am Not Your Negro,411019,Documentary,en,93,444,7.716
650,Dunkerque,Christopher Nolan,2017,,Dunkirk,374720,Film,en,107,15792,7.455
651,El estudiante,Santiago Mitre,2011,,El estudiante,48502,Film,es,95,56,7.58
652,Princesa,Lee Su-jin,2013,,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,582665,Film,ja,22,2,5.5
653,Un minuto de gloria,Kristina Gorzeva,2016,,Glory,408293,Film,bg,101,58,7.284
654,Irrational Man,Woody Allen,2015,,Irrational Man,282984,Film,en,95,2290,6.534
655,No Direction Home,Martin Scorsese,2005,,No Direction Home: Bob Dylan,19082,Documentary,en,208,114,7.7
656,La camarera Lynn,Ingo Haeb,2014,,The Chambermaid Lynn,293069,Film,de,89,20,5.2
657,Blue Jasmine,Woody Allen,2013,,Blue Jasmine,160588,Film,en,99,3284,6.995
658,El autor,Manuel Martín Cuenca,2017,5.0,The Motive,437036,Film,es,104,257,6.212
659,El porvenir,Mia Hansen-Love,2016,4.0,Things to Come,374465,Film,fr,102,296,6.6
660,La tortuga roja,Michael Dudok De Wit,2016,,The Red Turtle,337703,Film,fr,80,1188,7.487
661,Tres anuncios en las afueras,Martin Mcdonagh,2017,,"Three Billboards Outside Ebbing, Missouri",359940,Film,en,115,9642,8.078
662,El sacrificio de un ciervo sagrado,Giorgo Lanthimos,2017,,The Killing of a Sacred Deer,399057,Film,en,121,3617,7.025
663,80 egunean,Jon Garaño,2010,,For 80 Days,150664,Film,eu,104,14,5.821
664,Personal Shopper,Olivier Assayas,2016,,Personal Shopper,340676,Film,en,106,1156,5.91
665,Últimos días en el desierto,Rodrigo García,2016,,Last Days in the Desert,310119,Film,en,98,154,5.7
666,Jack Goes Boating,Philip Seymour Hoffman,2010,,Jack Goes Boating,43943,Film,en,91,110,5.886
667,Errementari,Paul Urquijo,2017,,Errementari: The Blacksmith and the Devil,477033,Film,eu,98,507,6.352
668,El seductor,Sofia Coppola,2017,,The Beguiled,399019,Film,en,93,2047,5.9
669,La profesora de parvulario,Nadav Lapid,2014,,The Kindergarten Teacher,270646,Film,en,120,30,6.3
670,El cartero de las noches blancas,Andrei Konchalovsky,2014,,The Postman's White Nights,283703,Film,ru,90,37,6.811
671,La forma del agua,Guillermo del Toro,2018,,The Shape of Water,399055,Film,en,123,11689,7.248
672,The Square,Ruben Östlund,2017,5.0,The Square,401246,Film,sv,151,1459,6.767
673,Un tipo serio,Coen,2009,,A Serious Man,12573,Film,en,106,1964,6.7
674,Air Doll,Hirokazu Kore-Eda,2009,,Air Doll,25053,Film,ja,112,224,6.996
675,Fuerza mayor,Ruben Östlund,2014,5.0,Force Majeure,265189,Film,sv,120,966,6.867
676,Alanis,Anahí Berneri,2017,,Alanis,472035,Film,es,82,39,6.3
677,Recuerdos del ayer,Isao Takahata,1991,,Only Yesterday,15080,Film,ja,119,1009,7.353
678,El secreto de Esma,Jasmila Zbanic,2006,,Grbavica: The Land of My Dreams,317,Film,bs,90,63,7.0
679,El amante doble,François Ozon,2017,,Double Lover,451955,Film,fr,108,500,6.084
680,Wakolda,Lucía Puenzo,2013,,The German Doctor,188761,Film,es,90,137,6.489
681,La segunda mujer,Umut Dag,2012,,Kuma: The Second Wife,133250,Film,de,93,14,6.9
682,The Lady in the Van,Nicholas Hytner,2015,,The Lady in the Van,328589,Film,en,104,682,6.422
683,Locke,Steven Knight,2013,,Locke,210479,Film,en,85,2534,6.9
684,Campeones,Javier Fesser,2018,,Champions,456929,Film,es,124,702,7.54
685,120 latidos por minuto,Robin Campillo,2017,,BPM (Beats per Minute),451945,Film,fr,135,1299,7.732
686,Siempre feliz,Anne Sewitsky,2010,4.0,"Happy, Happy",46147,Film,no,80,40,5.9
687,Hacia la luz,Naomi Kawase,2017,,Radiance,444428,Film,ja,101,81,6.679
688,El insulto,Ziad Doueiri,2017,,The Insult,468284,Film,fr,112,440,7.509
689,"De tal padre, tal hijo",Hirokazu Kore-Eda,2013,,"Like Father, Like Son",177945,Film,ja,120,636,7.658
690,"En realidad, nunca estuviste aquí",Lynne Ramsay,2018,,You Were Never Really Here,398181,Film,en,89,2630,6.561
691,El bar,Alex De La Iglesia,2017,,The Bar,420648,Film,es,102,1247,6.318
692,"Oslo, 31 de agosto",Joachim Trier,2011,5.0,"Oslo, August 31st",75233,Film,no,94,389,7.45
693,El amor es más fuerte que las bombas,Joachim Trier,2015,,Louder Than Bombs,157827,Film,en,105,302,6.46
694,The Disaster Artist,James Franco,2017,4.0,The Disaster Artist,371638,Film,en,104,3376,7.113
695,En la playa sola de noche,Sang-soo Hong,2017,,On the Beach at Night Alone,434773,Film,ko,101,125,6.536
696,A cielo abierto,Mariana Otero,2014,,À ciel ouvert,224918,Documentary,fr,110,1,7.0
697,Después de la tormenta,Hirokazu Kore-Eda,2016,,After the Storm,374671,Film,ja,117,306,7.227
698,Calvary,John Michael Mcdonagh,2014,,Calvary,157832,Film,en,102,895,7.112
699,Kedi (Gatos de Estambul),Ceyda Torun,2016,,Kedi,392011,Documentary,tr,79,295,7.595
700,Into the Wild,Sean Penn,2007,,Into the Wild,5915,Film,en,148,9193,7.808
701,El tercer asesinato,Hirokazu Kore-Eda,2017,,The Third Murder,434775,Film,ja,125,231,6.6
702,The Way,Emilio Estévez,2010,,The Way,59468,Film,en,128,537,7.111
703,Tres en el Camino,Laurence Boulting,2004,,Within the Way Without,140989,Film,es,0,1,2.0
704,El hilo invisible,Paul Thomas Anderson,2017,5.0,Phantom Thread,400617,Film,en,130,3294,7.3
705,Custodia compartida,Xavier Legrand,2017,,Custody,451657,Film,fr,93,602,7.546
706,El festín de Babette,Gabriel Axel,1987,4.0,Babette's Feast,11832,Film,da,102,361,7.244
707,Ficción,Cesc Gay,2006,,Stranger Than Fiction,1262,Film,en,113,2146,7.271
708,Five days to dance,Rafa Molés,2014,,Five Days to Dance,303788,Documentary,es,79,4,5.8
709,Que dios nos perdone,Rodrigo Sorogoyen,2016,,May God Save Us,394684,Film,es,127,410,6.734
710,Lucky,John Carroll Lynch,2017,,Lucky,407449,Film,en,88,532,7.361
711,The Florida Project,Sean Baker,2017,,The Florida Project,394117,Film,en,112,2573,7.414
712,Call Me By Your Name,Luca Guadagnino,2017,,Call Me by Your Name,398818,Film,en,132,11579,8.2
713,Thelma,Joachim Trier,2017,4.0,Thelma,401898,Film,no,116,957,6.858
714,Tomboy,Céline Sciamma,2011,4.0,Tomboy,65229,Film,fr,82,655,7.3
715,"Visages, villages",Agnès Varda,2017,5.0,Faces Places,451995,Documentary,fr,94,362,7.674
716,El taller de escritura,Laurent Cantet,2017,,The Workshop,444397,Film,fr,114,122,5.947
717,La chica dormida,Rosemary Myers,2015,,Girl Asleep,364540,Film,en,77,102,6.265
718,Declaración de guerra,Valérie Donzelli,2011,,Declaration of War,73562,Film,fr,100,182,7.113
719,Tenemos de hablar de Kevin,Lynne Ramsay,2011,,We Need to Talk About Kevin,71859,Film,en,113,2653,7.557
720,Amante por un día,Philippe Garrel,2017,,Lover for a Day,434131,Film,fr,76,74,6.2
721,Heartstone,Arnar Guomundsson,2016,,Heartstone,350060,Film,is,129,148,7.2
722,Mr. Turner,Mike Leigh,2014,,Mr. Turner,245700,Film,en,150,491,6.542
723,Alma mater,Philippe van Leeuw,2017,,In Syria,441646,Film,ar,85,73,6.6
724,Western,Valesa Grisebach,2017,,Western,452000,Film,de,121,94,6.622
725,Un día de furia,Joel Schumacher,1993,,Falling Down,37094,Film,en,113,3430,7.381
726,La cámara de Claire,Sang-soo Hong,2018,,Claire's Camera,432507,Film,fr,69,59,6.051
727,Una receta familiar,Eric Khoo,2018,,Una receta familiar,741618,Film,es,11,0,0.0
728,The Leisure Seeker,Paolo Virzi,2017,,The Leisure Seeker,449749,Film,en,112,448,7.081
729,Happy End,Michael Haneke,2017,,Happy End,399031,Film,fr,110,365,6.149
730,Francofonia,Alexandr Sokurov,2015,,Francofonia,296449,Film,fr,87,68,6.6
731,Hermosa juventud,Jaime Rosales,2014,,Beautiful Youth,266065,Film,es,102,26,6.0
732,Petra,Jaime Rosales,2018,,Petra,449020,Film,es,107,37,6.4
733,Mapa de los sonidos de Tokio,Isabel Coixet,2009,,Map of the Sounds of Tokyo,46458,Film,en,109,53,5.0
734,Comanchería,David Mackenzie,2016,,Hell or High Water,338766,Film,en,102,4235,7.3
735,Dolphin Man,Lefteris Charitos,2017,,Dolphin Man,480147,Documentary,en,87,11,7.2
736,Isla de perros,Wes Anderson,2018,,Isle of Dogs,399174,Film,en,101,4594,7.9
737,Lolo Rico: la mirada no inventada,Julio Suárez,2015,,,,,,,,
738,El reino,Rodrigo Sorogoyen,2018,4.0,The Realm,517331,Film,es,132,409,7.1
739,Goodbye Berlin (Tschick),Fatih Akin,2016,,Goodbye Berlin,384664,Film,de,93,269,6.721
740,La ley del mercado,Stéphane Brizé,2015,5.0,The Measure of a Man,329712,Film,fr,93,325,6.562
741,Un día más con vida,Raúl de la Fuente,2018,,Another Day of Life,378107,Documentary,en,86,99,7.46
742,The End of the Tour,James Ponsoldt,2015,,The End of the Tour,249688,Film,en,106,521,7.083
743,Paradiso,Omar A. Razzak,2014,,Paradiso,263612,Film,es,0,2,6.0
744,The Party,Sally Potter,2017,,The Party,415401,Film,en,71,499,6.351
745,Lady Bird,Greta Gerwig,2017,,Lady Bird,391713,Film,en,94,8039,7.272
746,Deux Cancres,Ludovic Vieuille,2017,,Deux Cancres,462185,Documentary,en,60,1,7.0
747,Cold War,Pawel Pawlikowski,2018,,Cold War,440298,Film,pl,88,1407,7.457
748,Ganar al viento,Anne-Dauphine Julliand,2016,,Et les mistrals gagnants,433919,Documentary,fr,79,49,8.2
749,El camino más largo para volver a casa,Sergi Pérez,2015,,The Long Way Home,299250,Film,ca,80,10,7.0
750,Un asunto de familia,Hirokazu Kore-Eda,2018,,Tegui: Un asunto de familia,878740,Documentary,es,0,0,0.0
751,Frank,Lenny Abrahamson,2014,,Frank,171372,Film,en,95,1536,6.876
752,Jainkoak ez dit barkatzen,Josu Martínez,2018,,God Doesn't Forgive Me,585209,Documentary,eu,60,0,0.0
753,Lean On Pete,Andrew Haigh,2017,,Lean on Pete,407890,Film,en,121,310,6.927
754,Viaje al cuarto de una madre,Celia Rico,2018,4.0,Journey to a Mother's Room,533989,Film,es,90,36,6.4
755,Las normas de la casa de la sidra,Lasse Hallström,1999,,The Cider House Rules,1715,Film,en,126,1087,7.023
756,Aquí y allá,Antonio Méndez Esparza,2012,,Here and There,121211,Film,es,110,16,6.6
757,Pelle el conquistador,Bille August,1987,,Pelle the Conqueror,11174,Film,da,157,137,7.3
758,The Rider,Chloé Zhao,2017,,The Rider,453278,Film,en,103,461,7.3
759,Bienvenida a Montparnasse,Léonor Serraille,2017,,Jeune Femme,452016,Film,fr,97,95,5.9
760,Mudar la piel,Ana Schulz,2018,,The Spy Within,538092,Documentary,es,89,1,7.0
761,La isla de los monjes,Anne Christine Girardot,2017,4.0,The Island of the Monks,684341,Documentary,nl,70,1,8.0
762,María (y los demás),Nely Reguera,2016,,María (and Everybody Else),415396,Film,es,90,27,5.9
763,No estoy hecho para ser amado,Stéphane Brizé,2005,,Not Here to Be Loved,537,Film,fr,93,26,6.7
764,Lázaro feliz,Alice Rohrwacher,2018,,Happy as Lazzaro,481432,Film,it,128,633,7.39
765,Dolor y gloria,Pedro Almodóvar,2019,,Pain and Glory,519010,Film,es,114,1694,7.411
766,Girl,Lukas Dhont,2018,5.0,Girl,515916,Film,nl,105,687,7.173
767,Futuro perfecto,Nele Wohlatz,2016,,The Future Perfect,408376,Film,es,65,17,6.2
768,Lyubov: Love in Russian,Julen Staffan,2017,4.0,Lyubov: Love in Russian,482454,Documentary,ru,89,0,0.0
769,Los hermanos Sisters,Jacques Audiard,2018,,The Sisters Brothers,440161,Film,en,121,1819,6.818
770,Carmen y Lola,Arantxa Echevarría,2018,,Carmen & Lola,519091,Film,es,103,147,6.973
771,Toy Story 4,Josh Cooley,2019,,Toy Story 4,301528,Film,en,100,9292,7.509
772,Oreina,Koldo Almandoz,2018,,The Deer,529213,Film,eu,88,4,6.0
773,Entre dos aguas,Isaki Lacuesta,2018,4.0,Between Two Waters,536808,Film,es,135,22,6.3
774,Tres caras,Jafar Panahi,2018,,3 Faces,517731,Film,fa,100,121,6.76
775,Dogman,Matteo Garrone,2018,,Dogman,483184,Film,it,103,2101,7.552
776,Of Fathers and Sons,Talal Derki,2017,,Of Fathers and Sons,488740,Documentary,ar,99,53,7.0
777,Mi obra maestra,Gastón Duprat,2018,,My Masterpiece,535692,Film,es,100,168,7.3
778,Las distancias,Elena Trapé,2018,,The Distances,441583,Film,ca,100,37,5.351
779,El león duerme esta noche,Nobuhiro Suwa,2018,,The Lion Sleeps Tonight,475954,Film,fr,103,18,6.972
780,La novia del desierto,Cecilia Atán,2017,,The Desert Bride,451985,Film,es,78,22,6.1
781,Tully,Jason Reitman,2018,,Tully,400579,Film,en,96,1356,6.794
782,Revolutionary Road,Sam Mendes,2008,,Revolutionary Road,4148,Film,en,119,3630,6.977
783,Orlando,Sally Potter,1993,4.0,Orlando,9300,Film,en,90,291,6.9
784,El cuento de las comadrejas,Juan José Campanella,2019,,The Weasel's Tale,574088,Film,es,129,144,7.639
785,La lección,Kristina Grozeva,2014,,The Piano,713,Film,en,117,1396,7.4
786,Los días que vendrán,Carlos Marques,2019,,The Days to Come,575440,Film,ca,95,17,6.1
787,Cafarnaum,Nadine Labaki,2019,,Capernaum,517814,Film,ar,126,1583,8.166
788,Mientras dure la guerra,Alejandro Amenábar,2019,,While at War,542921,Film,es,108,264,7.123
789,The Breadwinner,Nora Twomey,2017,,The Breadwinner,435129,Film,en,94,779,7.855
790,Las herederas,Marcelo Martinessi,2018,,The Heiresses,499152,Film,es,95,74,6.5
791,La trinchera infinita,Jon Garaño,2019,,The Endless Trench,542928,Film,es,148,230,6.907
792,Joker,Todd Phillips,2019,,Joker,475557,Film,en,122,24056,8.164
793,La última lección,Sébastien Marnier,2018,,School's Out,475928,Film,fr,100,272,6.046
794,Pájaros de verano,Cristina Gallego,2018,,Birds of Passage,438146,Film,es,125,269,7.286
795,La caída del imperio americano,Denys Arcand,2019,,The Fall of the American Empire,515047,Film,fr,127,174,6.563
796,"Muchos hijos, un mono y un castillo",Gustavo Salmerón,2017,,"Lots of Kids, a Monkey and a Castle",473176,Documentary,es,91,44,7.148
797,Varda por Agnès,Agnès Varda,2019,,Varda by Agnès,554967,Documentary,fr,115,67,7.9
798,Rebeca,Alfred Hitchcock,1940,,Rebecca,223,Film,en,130,1643,7.914
799,Bar Bahar,Maysaloun Hamoud,2016,,In Between,412203,Film,ar,103,115,7.1
800,Locas de alegría,Paolo Virzi,2016,,Like Crazy,380225,Film,it,116,848,7.426
801,El irlandés,Martin Scorsese,2019,5.0,The Irishman,398978,Film,en,209,6406,7.612
802,Border,Ali Abbasi,2018,,Border,897661,Film,fr,1,0,0.0
803,En busca del Óscar,Octavio Guerra,2018,4.0,Searching for Oscar,501152,Documentary,es,73,4,4.5
804,Trinta lumes,Diana Toucedo,2017,,Thirty Souls,482694,Documentary,es,80,4,5.8
805,El sirviente,Joseph Losey,1963,,The Servant,42987,Film,en,116,298,7.5
806,Ventajas de viajar en tren,Aritz Moreno,2019,,Advantages of Travelling by Train,587986,Film,es,104,146,6.438
807,Amazing Grace,Aretha Franklin,2019,,Amazing Grace,356199,Documentary,en,87,91,7.1
808,1917,Sam Mendes,2019,4.0,1917,530915,Film,en,119,11694,7.992
809,O que arde,Oliver Laxe,2019,,Fire Will Come,575561,Film,gl,85,95,6.4
810,Cantábrico,Joaquín Gutiérrez Acha,2017,,Cantábrico,449863,Documentary,es,97,17,7.0
811,Un doctor en la campiña,Thomas Lilti,2016,,The Country Doctor,375950,Film,fr,102,211,6.209
812,Hipócrates,Thomas Lilti,2014,,Hippocrates,271724,Film,fr,101,456,6.5
813,Historia de un matrimonio,Noah Baumbach,2019,,Marriage Story,492188,Film,en,137,6619,7.7
814,Memento mori,Richard Zubelzu,2019,,Memento Mori,631427,Film,en,9,1,10.0
815,Notes on Blindness,Pete Middleton,2019,,Notes on Blindness,378441,Documentary,en,90,65,6.969
816,La tumba de las luciérnagas,Isao Takahata,2003,,Grave of the Fireflies,12477,Film,ja,89,5087,8.5
817,Hitchcock/Truffaut,Kent Jones,2016,,Hitchcock/Truffaut,339751,Documentary,en,81,224,7.306
818,Parásitos,Joon-ho Bong,2019,,Parasite,496243,Film,ko,133,17057,8.512
819,Wendy&Lucy,Kelly Reichardt,2008,5.0,Wendy and Lucy,8942,Film,en,81,287,6.9
820,Old Joy,Kelly Reichardt,2006,5.0,Old Joy,26518,Film,en,73,159,6.362
821,El amor menos pensado,Juan Vera,2018,,An Unexpected Love,535683,Film,es,136,58,6.379
822,Barbara,Christian Petzold,2012,,Barbara,88284,Film,de,105,290,7.2
823,Una mujer fantástica,Sebastián Leilo,2017,,A Fantastic Woman,429191,Film,es,104,659,7.056
824,Amerikanuak,Nacho Reig,2010,,Amerikanuak,449376,Documentary,eu,92,0,0.0
825,When Tomatoes Met Wagner,Marianna Economou,2019,5.0,When Tomatoes Met Wagner,581377,Documentary,el,72,3,7.2
826,The Rise of Jordan Peterson,Patricia Marcoccia,2019,,The Rise of Jordan Peterson,626595,Documentary,en,90,22,6.455
827,Enemy,Denis Villeneuve,2013,,Enemy,181886,Film,en,91,5512,6.88
828,Finding Vivian Maier,John Maloof,2014,4.0,Finding Vivian Maier,169607,Documentary,en,83,284,7.539
829,El somni,Christophe Farnarier,2008,,A Dream,98385,Film,en,77,4,5.2
830,Free Solo,Jimmy Chin,2018,,Free Solo,515042,Documentary,en,100,1229,7.917
831,Lázaro de Tormes,Fernando Fernán Gómez,2001,,Lázaro de Tormes,187915,Film,es,88,4,5.2
832,Diario de una camarera,Luis Buñuel,1964,,Diary of a Chambermaid,36245,Film,fr,97,188,7.1
833,El último verano,Leire Apellaniz,2016,,El último verano,411034,Film,es,86,0,0.0
834,El inadaptado,Jens Lien,2006,,Adaptation.,2757,Film,en,115,2315,7.375
835,Los viajes de Sullivan,Preston Sturges,1941,,Sullivan's Travels,16305,Film,en,91,417,7.43
836,Nomad,Werner Herzog,2019,4.0,"Jongué, A Nomad’s Journey",726233,Documentary,fr,81,0,0.0
837,Los exámenes,Cristian Mungiu,2016,,Graduation,374458,Film,ro,128,264,6.778
838,Les Misérables,Ladj Ly,2019,,Les Misérables,4415,Film,en,134,572,7.203
839,Akelarre,Pablo Agüero,2020,,Coven,655187,Film,eu,92,273,6.685
840,Retrato de una mujer en llamas,Céline Sciamma,2019,4.0,Portrait of a Lady on Fire,531428,Film,fr,120,2319,8.2
841,Honeyland,Tamara Kotevska,2019,,Honeyland,566213,Documentary,mk,89,257,7.938
