      Evento;       Fecha;        Hora;     Latitud;    Longitud;  Prof. (Km);      Inten.;        Mag.;   Tipo Mag.;Localización
 es2021cvyur;  10/02/2021;    11:14:48;     43.2765;     -2.0138;         5.0;            ;         1.6;           4;NE LASARTE-ORIA.SS
 es2021ehmvx;  03/03/2021;    00:16:12;     43.1367;     -2.4688;         1.0;          II;         2.2;           4;E ELGETA.SS
 es2021evnbl;  10/03/2021;    16:14:30;     43.0589;     -1.9491;        18.0;            ;         1.1;           4;S ARESO.NA
 es2021fznio;  27/03/2021;    02:22:31;     43.1949;     -2.4556;        10.0;            ;         1.8;           4;NE EIBAR.SS
 es2021gjhop;  01/04/2021;    10:47:37;     43.0556;     -2.0353;        10.0;            ;         1.6;           4;E AMEZKETA.SS
 es2021gkhmf;  01/04/2021;    23:52:49;     43.0479;     -2.4722;         0.0;            ;         1.1;           4;SE ARRASATE/MONDRAGÓN.SS
 es2021gnamx;  03/04/2021;    11:45:27;     43.0517;     -2.0137;        10.0;            ;         1.6;           4;NW ARAITZ.NA
 es2021gnaoa;  03/04/2021;    11:46:46;     43.0393;     -2.0657;        12.0;            ;         1.4;           4;SE AMEZKETA.SS
 es2021gwfbp;  08/04/2021;    12:15:44;     43.1075;     -1.8750;         0.0;            ;         1.6;           4;NE LEITZA.NA
 es2021gwfdc;  08/04/2021;    12:17:28;     43.0527;     -1.8764;         1.0;      II-III;         2.8;           4;SE LEITZA.NA
 es2021gwfha;  08/04/2021;    12:22:02;     43.1200;     -1.9159;         0.0;            ;         1.8;           4;N LEITZA.NA
 es2021hfiex;  13/04/2021;    12:02:25;     42.8978;     -1.8091;        12.0;            ;         1.6;           4;SE IRURTZUN.NA
 es2021hlvry;  17/04/2021;    01:39:33;     43.0984;     -1.7542;        11.0;            ;         1.2;           4;NW BEINTZA-LABAIEN.NA
 es2021hocne;  18/04/2021;    07:22:07;     43.1502;     -1.8959;        21.0;            ;         1.2;           4;SW GOIZUETA.NA
 es2021hsucs;  20/04/2021;    20:47:26;     43.1149;     -1.7610;         0.0;            ;         0.8;           4;SW ZUBIETA.NA
 es2021htgwz;  21/04/2021;    03:14:44;     43.0002;     -2.1038;         0.0;            ;         1.1;           4;S ABALTZISKETA.SS
 es2021lcxly;  08/06/2021;    02:12:18;     42.9991;     -2.1194;        17.0;            ;         1.2;           4;E ATAUN.SS
 es2021lmmtn;  13/06/2021;    08:07:39;     43.0886;     -1.9199;         9.0;            ;         1.1;           4;NW LEITZA.NA
 es2021mkgwn;  26/06/2021;    08:21:05;     43.1205;     -2.1880;         0.0;            ;         1.2;           4;SE BEIZAMA.SS
 es2021obpxm;  20/07/2021;    01:38:33;     43.0212;     -2.1652;        11.0;            ;         0.9;           4;NE ATAUN.SS
 es2021obqer;  20/07/2021;    01:46:57;     43.0301;     -2.1572;         0.0;            ;         1.0;           4;SW ZALDIBIA.SS
 es2021obqfi;  20/07/2021;    01:47:39;     43.0263;     -2.1444;         8.0;            ;         1.4;           4;SE ZALDIBIA.SS
 es2021obqfy;  20/07/2021;    01:48:25;     43.0283;     -2.1906;        19.0;            ;         1.3;           4;SW LAZKAO.SS
 es2021obqfh;  20/07/2021;    01:48:25;     43.0368;     -2.1821;        17.0;            ;         1.4;           4;NE LAZKAO.SS
 es2021obqgp;  20/07/2021;    01:49:13;     43.0486;     -2.2486;         0.0;            ;         1.0;           4;NE ORMAIZTEGI.SS
 es2021obqhd;  20/07/2021;    01:49:49;     43.0250;     -2.1598;         0.0;            ;         1.1;           4;SW ZALDIBIA.SS
 es2021obqhm;  20/07/2021;    01:50:13;     43.0399;     -2.1938;         0.0;            ;         1.1;           4;NW LAZKAO.SS
 es2021obqmg;  20/07/2021;    01:55:46;     43.0144;     -2.1980;         0.0;            ;         0.9;           4;SE OLABERRIA.SS
 es2021obrif;  20/07/2021;    02:21:23;     42.9839;     -2.1365;         4.0;            ;         1.5;           4;SE ATAUN.SS
 es2021qhyvr;  20/08/2021;    23:52:41;     42.9241;     -1.7916;         4.0;            ;         1.1;           4;E IRURTZUN.NA
 es2021rkcvr;  05/09/2021;    09:37:39;     43.0343;     -2.5564;         0.0;            ;         1.1;           4;SE ARAMAIO.VI
 es2021rprvv;  08/09/2021;    10:52:23;     43.3106;     -1.9674;        11.0;            ;         1.8;           4;SE DONOSTIA/SAN SEBASTIÁN.SS
 es2021sdveh;  16/09/2021;    04:25:03;     43.1003;     -2.0054;        11.0;            ;         1.3;           4;NE OREXA.SS
 es2021trwqh;  08/10/2021;    02:28:59;     43.0807;     -1.7359;         0.0;            ;         1.1;           4;SE BEINTZA-LABAIEN.NA
 es2021vwlxj;  08/11/2021;    01:39:20;     43.2165;     -1.7421;        28.0;            ;         1.6;           4;NW ARANTZA.NA
 es2021xomis;  02/12/2021;    03:44:08;     43.0707;     -2.0157;         0.0;          II;         2.8;           4;S OREXA.SS
 es2021ypipm;  16/12/2021;    20:26:33;     43.0788;     -1.7524;         0.0;            ;         1.3;           4;SW BEINTZA-LABAIEN.NA
 es2022chmfk;  02/02/2022;    13:01:24;     43.2379;     -1.8068;        27.0;            ;         1.6;           4;NW ARANTZA.NA
 es2022chuch;  02/02/2022;    17:00:15;     43.2280;     -1.7714;        21.0;            ;         2.0;           4;NW ARANTZA.NA
 es2022chzfp;  02/02/2022;    19:35:39;     43.2117;     -1.7549;        30.0;            ;         1.4;           4;NW ARANTZA.NA
 es2022cigdr;  02/02/2022;    23:05:33;     43.1572;     -1.7874;        24.0;            ;         1.6;           4;NW ZUBIETA.NA
 es2022cogkr;  06/02/2022;    06:01:39;     43.0538;     -2.1369;         8.0;            ;         1.5;           4;NW GAINTZA.SS
 es2022coqtl;  06/02/2022;    11:14:58;     43.0790;     -2.2134;         2.0;            ;         1.6;           4;NW BEASAIN.SS
 es2022cpsgt;  07/02/2022;    01:08:46;     43.0414;     -2.1513;         8.0;            ;         1.4;           4;N ZALDIBIA.SS
 es2022dcvlk;  14/02/2022;    05:28:58;     43.0928;     -1.8806;         0.0;            ;         1.9;           4;NE LEITZA.NA
 es2022eoukd;  07/03/2022;    00:00:51;     43.2376;     -1.7805;        17.0;            ;         1.7;           4;W LESAKA.NA
 es2022epoko;  07/03/2022;    10:07:29;     43.2422;     -1.7431;        27.0;            ;         1.6;           4;W LESAKA.NA
 es2022epopc;  07/03/2022;    10:12:47;     43.2499;     -1.7224;        29.0;            ;         1.6;           4;W LESAKA.NA
 es2022eposc;  07/03/2022;    10:16:17;     43.2458;     -1.7544;        30.0;            ;         1.8;           4;W LESAKA.NA
 es2022errjp;  08/03/2022;    13:53:15;     43.2231;     -1.7319;        24.0;            ;         2.1;           4;W IGANTZI.NA
 es2022gjwks;  01/04/2022;    18:17:43;     43.1429;     -1.8854;         1.0;            ;         2.2;           4;SW GOIZUETA.NA
 es2022gkckz;  01/04/2022;    21:19:52;     43.1808;     -1.8923;         5.0;            ;         1.7;           4;S ARANO.NA
 es2022gyenk;  09/04/2022;    14:15:09;     43.2264;     -2.3564;        23.0;            ;         2.1;           4;SE MENDARO.SS
 es2022hamov;  10/04/2022;    20:35:14;     43.0407;     -1.9141;         3.0;          II;         2.4;           4;NW LARRAUN.NA
 es2022hyhlh;  23/04/2022;    21:11:22;     43.0442;     -1.9510;         0.0;            ;         1.7;           4;E ARAITZ.NA
 es2022kbnyo;  24/05/2022;    02:48:11;     43.2668;     -1.7381;        33.0;            ;         1.7;           4;NW LESAKA.NA
 es2022kecxv;  25/05/2022;    12:37:56;     43.1586;     -1.7202;        10.0;            ;         1.5;           4;NW ITUREN.NA
 es2022kkhof;  28/05/2022;    21:46:13;     43.1603;     -2.3667;         0.0;            ;         1.5;           4;SE SORALUZE-PLACENCIA DE LAS A
 es2022lqokc;  15/06/2022;    13:29:14;     43.2164;     -2.2763;         3.0;            ;         1.4;           4;SW ZESTOA.SS
 es2022lsizv;  16/06/2022;    13:01:44;     43.2928;     -1.9414;        11.0;            ;         1.4;           4;NE ASTIGARRAGA.SS
 es2022mnfji;  27/06/2022;    22:59:21;     43.1048;     -1.7837;        18.0;            ;         1.5;           4;N SALDÍAS.NA
 es2022ortfn;  28/07/2022;    21:26:42;     43.1269;     -1.9935;        34.0;            ;         1.8;           4;W BERASTEGI.SS
 es2022peomf;  04/08/2022;    21:46:52;     43.1864;     -1.7589;        15.0;            ;         1.5;           4;SW ARANTZA.NA
 es2022pppjz;  10/08/2022;    22:42:49;     43.1555;     -1.8948;         2.0;            ;         1.6;           4;SW GOIZUETA.NA
 es2022ravhf;  31/08/2022;    07:36:43;     43.1100;     -1.8997;         1.0;            ;         2.0;           4;NE LEITZA.NA
 es2022zalmk;  22/12/2022;    22:21:44;     42.9732;     -2.2350;         0.0;            ;         2.1;           4;SE SEGURA.SS
